match id,team1,team2,winner,by,win amount,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_ids,team2_id,team2_roster_ids,series_type,winner_id,player_of_the_match_id
8729237,Ki Ks,Id Ud,Id Ud,wickets,8,Id Ud,field,Sh Zd Sm Au Di,Abu Dhabi,6/14/2021,night match,Ki Ks tr of Ud Ab Es,2021,13768,Af Yb,Rd Rz,190,4,125,191,2,121,40564,1594347.0:2437021.0:1585457.0:3668356.0:1634611.0:2209115.0:1594319.0:8109779.0:3734940.0:2036649.0:7913254.0,40578,1506098.0:1626526.0:5757408.0:3364234.0:4397693.0:6460614.0:3459623.0:4769148.0:6489846.0:8298779.0:8425696.0,international,40578,3364234
8729244,Qa Gs,Le Qs,Qa Gs,runs,18,Le Qs,field,Sh Zd Sm Au Di,Abu Dhabi,6/15/2021,day/night match,Qa Gs tr of Ud Ab Es,2021,13768,Am Dr,Rd Rz,158,5,127,140,10,112,40592,5469008.0:7864009.0:2259683.0:1594333.0:7960847.0:2437049.0:6718536.0:4880966.0:2691688.0:8106713.0:8116478.0,40606,3585350.0:3726981.0:3641294.0:290051.0:2720759.0:6249256.0:5554254.0:8746961.0:1893401.0:7507303.0:8131255.0,international,40592,4880966
8729251,Ki Ks,Pr Zi,Pr Zi,wickets,6,Pr Zi,field,Sh Zd Sm Au Di,Abu Dhabi,6/15/2021,night match,Pr Zi tr of Ud Ab Es,2021,13768,An Ra,Sb Ra,108,9,126,109,4,75,40564,1594347.0:2437021.0:1585457.0:2209115.0:3668356.0:1594319.0:3041016.0:8109779.0:3734940.0:2036649.0:8277716.0,40550,5554212.0:287209.0:8180570.0:298612.0:5742470.0:6401800.0:5141226.0:305143.0:3003867.0:3009880.0:6460642.0,international,40550,
8729258,Mn Ss,Qa Gs,Mn Ss,runs,110,Qa Gs,field,Sh Zd Sm Au Di,Abu Dhabi,6/16/2021,night match,Qa Gs tr of Ud Ab Es,2021,13768,Am Dr,Sb Ra,183,5,124,73,10,74,44904,1637320.0:2263736.0:302875.0:2331475.0:2231928.0:5017144.0:302868.0:5789370.0:8427978.0:2214554.0:284339.0,40592,5469008.0:7864009.0:2259683.0:1594333.0:7960847.0:2437049.0:6718536.0:4880966.0:8116478.0:8106713.0:4985546.0,international,44904,1637320
8729265,Id Ud,Pr Zi,Id Ud,runs,15,Pr Zi,field,Sh Zd Sm Au Di,Abu Dhabi,6/17/2021,day/night match,Pr Zi tr of Ud Ab Es,2021,13768,Rd Rz,Sb Ra,247,2,124,232,6,126,40578,1506098.0:1626526.0:3459623.0:4690258.0:4397693.0:3364234.0:5757408.0:4769148.0:2437091.0:1684276.0:8425696.0,40550,5554212.0:287209.0:3977945.0:298612.0:5742470.0:6401800.0:305143.0:3003867.0:5141226.0:7759443.0:6460642.0,international,40578,1506098
8729272,Ki Ks,Le Qs,Ki Ks,runs,7,Ki Ks,bat,Sh Zd Sm Au Di,Abu Dhabi,6/17/2021,day/night match,Le Qs tr of Ud Ab Es,2021,13768,An Ra,Af Yb,176,5,126,169,7,125,40564,1594347.0:2437021.0:1585457.0:3668356.0:2209115.0:1594319.0:5553890.0:8277716.0:8109779.0:2036649.0:8115610.0,40606,3585350.0:3726981.0:290051.0:4367852.0:2720759.0:6249256.0:1893401.0:5554254.0:7507303.0:8746961.0:8131255.0,international,40564,8277716
8729279,Mn Ss,Le Qs,Mn Ss,runs,80,Le Qs,field,Sh Zd Sm Au Di,Abu Dhabi,6/18/2021,night match,Mn Ss tr of Ud Ab Es,2021,13768,Am Dr,Sb Ra,169,8,125,89,10,92,44904,1637320.0:2263736.0:302875.0:2331475.0:2231928.0:5017144.0:302868.0:284339.0:5789370.0:2214554.0:8427978.0,40606,3585350.0:2720759.0:290051.0:4367852.0:3726981.0:6249256.0:1893401.0:5554254.0:7507303.0:8131255.0:8746961.0,international,44904,8427978
8729293,Mn Ss,Id Ud,Id Ud,wickets,4,Id Ud,field,Sh Zd Sm Au Di,Abu Dhabi,6/19/2021,night match,Mn Ss tr of Ud Ab Es,2021,13768,Am Dr,Rd Rz,149,10,128,150,6,122,44904,1637320.0:2263736.0:302875.0:2231928.0:2331475.0:2691639.0:2220777.0:2437077.0:8106706.0:5789370.0:8427978.0,40578,2017490.0:5757408.0:6460614.0:4397693.0:3459623.0:4690258.0:3364234.0:8298779.0:4767832.0:6489846.0:1684276.0,international,40578,
8729286,Ki Ks,Qa Gs,Ki Ks,runs,14,Ki Ks,bat,Sh Zd Sm Au Di,Abu Dhabi,6/19/2021,day/night match,Qa Gs tr of Ud Ab Es,2021,13768,Af Yb,Sb Ra,176,7,124,162,6,125,40564,1594347.0:2437021.0:1585457.0:3668356.0:2209115.0:1594319.0:5553890.0:8115610.0:7913254.0:2036649.0:8277716.0,40592,5469008.0:8127230.0:7864009.0:1594333.0:7960847.0:6718536.0:8518446.0:3995991.0:8116478.0:7534722.0:8106629.0,international,40564,5553890
8729307,Ki Ks,Pr Zi,Pr Zi,wickets,5,Pr Zi,field,Sh Zd Sm Au Di,Abu Dhabi,6/21/2021,night match,Pr Zi tr of Ud Ab Es,2021,13768,Am Dr,Sb Ra,175,7,124,176,5,125,40564,1594347.0:2437021.0:1585457.0:5553890.0:1634611.0:2209115.0:1594319.0:8115610.0:2036649.0:8277716.0:7913254.0,40550,5554212.0:287209.0:3977945.0:298612.0:2214239.0:6401800.0:5742470.0:305143.0:3009880.0:3003867.0:8638790.0,international,40550,
8729300,Mn Ss,Id Ud,Mn Ss,runs,31,Mn Ss,bat,Sh Zd Sm Au Di,Abu Dhabi,6/21/2021,day/night match,Mn Ss tr of Ud Ab Es,2021,13768,An Ra,Rd Rz,180,5,120,149,10,115,44904,1637320.0:2263736.0:302875.0:2231928.0:2331475.0:5017144.0:302868.0:284339.0:5789370.0:2214554.0:8427978.0,40578,1506098.0:1626526.0:5757408.0:6460614.0:3364234.0:3459623.0:4397693.0:4769148.0:8298779.0:4767832.0:8425696.0,international,44904,302868
8729314,Id Ud,Pr Zi,Pr Zi,wickets,8,Pr Zi,field,Sh Zd Sm Au Di,Abu Dhabi,6/22/2021,day/night match,Pr Zi tr of Ud Ab Es,2021,13768,Am Dr,Af Yb,174,9,121,177,2,108,40578,1506098.0:1626526.0:5757408.0:4690258.0:3364234.0:6460614.0:3459623.0:4767832.0:4769148.0:8298779.0:8425696.0,40550,5554212.0:287209.0:1635773.0:298612.0:5742470.0:6401800.0:5021624.0:305143.0:3003867.0:3009880.0:8638790.0,international,40550,
8729321,Mn Ss,Pr Zi,Mn Ss,runs,47,Pr Zi,field,Sh Zd Sm Au Di,Abu Dhabi,6/24/2021,day/night match,Pr Zi tr of Ud Ab Es,2021,13768,An Ra,Am Dr,206,4,126,159,9,128,44904,1637320.0:2263736.0:302875.0:2231928.0:2331475.0:5017144.0:302868.0:284339.0:5789370.0:2214554.0:8427978.0,40550,287209.0:5554212.0:1635773.0:298612.0:5742470.0:6401800.0:5021624.0:305143.0:8638790.0:6460642.0:3009880.0,international,44904,302875
8778622,Rl Cs Be,Ka Kt Rs,Ka Kt Rs,wickets,9,Rl Cs Be,bat,Zd Ct Sm Au Di,Abu Dhabi,9/20/2021,night match,Rl Cs Be tr of Ud Ab Es,2021,13768,CB Gy,S Ri,92,10,118,94,1,65,30393,1776627.0:7833195.0:3706065.0:2275195.0:314565.0:3029494.0:5490666.0:4381733.0:2733380.0:6586824.0:3011735.0,30400,7491224.0:5959834.0:1934099.0:4231702.0:3127354.0:172199.0:210328.0:3456424.0:1613919.0:7758638.0:6420126.0,international,30400,7758638
8778685,Mi Is,Ka Kt Rs,Ka Kt Rs,wickets,7,Ka Kt Rs,field,Zd Ct Sm Au Di,Abu Dhabi,9/23/2021,night match,Mi Is tr of Ud Ab Es,2021,13768,S Ri,VK Sa,155,6,128,159,3,93,30435,238727.0:2654014.0:3125562.0:5043310.0:1613926.0:3299407.0:247743.0:3156033.0:7453697.0:4377694.0:1945397.0,30400,7491224.0:5959834.0:3127354.0:172199.0:4231702.0:1934099.0:210328.0:1613919.0:3456424.0:6420126.0:7758638.0,international,30400,1613919
8778692,Di Cs,Rn Rs,Di Cs,runs,33,Rn Rs,field,Zd Ct Sm Au Di,Abu Dhabi,9/25/2021,day match,Rn Rs tr of Ud Ab Es,2021,13768,CB Gy,UV Ge,154,6,126,121,6,125,30421,7491189.0:197658.0:4497646.0:6521080.0:4690188.0:6511336.0:3882850.0:184960.0:3851518.0:3373866.0:4859490.0,30428,2827327.0:8058959.0:2981614.0:2252452.0:5972868.0:7556051.0:2966879.0:2654028.0:7860439.0:7922291.0:2316327.0,international,30421,4497646
8778699,Ka Kt Rs,Ci Sr Ks,Ci Sr Ks,wickets,2,Ka Kt Rs,bat,Zd Ct Sm Au Di,Abu Dhabi,9/26/2021,day match,Ka Kt Rs tr of Ud Ab Es,2021,13768,CB Gy,Tn Sa,171,6,126,172,8,123,30400,7491224.0:5959834.0:3127354.0:172199.0:4231702.0:1934099.0:210328.0:1613919.0:3456424.0:6420126.0:7758638.0,30414,7422673.0:313809.0:62432.0:232000.0:233358.0:196580.0:1642738.0:4640824.0:3326980.0:3130840.0:2018001.0,international,30414,1642738
8778706,Pb Ks,Mi Is,Mi Is,wickets,6,Mi Is,field,Zd Ct Sm Au Di,Abu Dhabi,9/28/2021,night match,Pb Ks tr of Ud Ab Es,2021,13768,S Ri,VK Sa,135,6,123,137,4,116,30407,2954769.0:2789555.0:363173.0:4203499.0:4230127.0:3479860.0:8180500.0:5788418.0:8228100.0:3373285.0:7881845.0,30435,238727.0:2654014.0:3125562.0:247743.0:4377610.0:1613926.0:3299407.0:1829491.0:7453697.0:1945397.0:4377694.0,international,30435,1613926
8778636,Ci Sr Ks,Rn Rs,Rn Rs,wickets,7,Rn Rs,field,Zd Ct Sm Au Di,Abu Dhabi,10/2/2021,night match,Rn Rs tr of Ud Ab Es,2021,13768,CB Gy,VK Sa,189,4,125,190,3,111,30414,7422673.0:313809.0:233358.0:62432.0:232000.0:1642738.0:196580.0:4640824.0:3326980.0:2018001.0:7581223.0,30428,3023320.0:8058959.0:2981614.0:5001170.0:5764576.0:2252452.0:2966879.0:8228219.0:7570107.0:7922291.0:2316327.0,international,30428,7422673
8778678,Ss Hd,Rl Cs Be,Ss Hd,runs,4,Rl Cs Be,field,Zd Ct Sm Au Di,Abu Dhabi,10/6/2021,night match,Ss Hd tr of Ud Ab Es,2021,13768,S Ri,UV Ge,141,7,124,137,6,122,36014,2089079.0:7491294.0:1945355.0:7491273.0:8228408.0:1958683.0:2740408.0:5554254.0:2282125.0:2282132.0:8725709.0,30393,1776627.0:7833195.0:34061.0:3706065.0:2275195.0:314565.0:8117990.0:4504044.0:2733380.0:6586824.0:3011735.0,international,36014,1945355
8778629,Mi Is,Ss Hd,Mi Is,runs,42,Mi Is,bat,Zd Ct Sm Au Di,Abu Dhabi,10/8/2021,night match,Ss Hd tr of Ud Ab Es,2021,13768,Tn Sa,VK Sa,235,9,125,193,8,124,30435,238727.0:5043310.0:4377610.0:1613926.0:3125562.0:2486896.0:3299407.0:1829491.0:230775.0:4377694.0:1945397.0,36014,2089079.0:7491294.0:2034423.0:181404.0:8228408.0:7491273.0:2740408.0:5554254.0:1958683.0:2282132.0:8725709.0,international,30435,5043310
8916011,Ns,Id,Id,wickets,7,Ns,bat,Zd Ct Sm Au Di,Abu Dhabi,10/18/2021,day match,Ns tr of Ud Ab Es,2021/22,13768,M Es,RJ Tr,106,10,123,107,3,95,118,4502392.0:3294906.0:7253350.0:2658431.0:333633.0:7891232.0:334963.0:1460612.0:3083667.0:7732934.0:4167946.0,216,2124002.0:172248.0:2123974.0:7695666.0:4171460.0:6729862.0:7787758.0:7036812.0:3685100.0:6496482.0:6496426.0,international,216,4171460
8916018,Na,Si La,Si La,wickets,7,Si La,field,Zd Ct Sm Au Di,Abu Dhabi,10/18/2021,night match,Si La tr of Ud Ab Es,2021/22,13768,AT Hk,PR Rl,96,10,122,100,3,84,209,3065502.0:4176661.0:2212727.0:3633503.0:1547993.0:3876760.0:3377359.0:7500324.0:4888232.0:2158883.0:2311574.0,69,7200598.0:2104430.0:2104409.0:5490596.0:2398346.0:3061225.0:4365878.0:5490666.0:3865077.0:7968225.0:5490638.0,international,69,7968225
8916039,Ns,Na,Na,wickets,6,Na,field,Zd Ct Sm Au Di,Abu Dhabi,10/20/2021,day match,Ns tr of Ud Ab Es,2021/22,13768,L Re,MA Gh,164,4,127,166,4,119,118,4502392.0:1635997.0:334963.0:2658431.0:7891232.0:3083667.0:7253350.0:333633.0:1460612.0:2336487.0:7732934.0,209,3065502.0:4176661.0:2212727.0:3633503.0:1547993.0:3876760.0:5836452.0:3377359.0:7500324.0:4888232.0:2311574.0,international,209,1547993
8916046,Si La,Id,Si La,runs,70,Id,field,Zd Ct Sm Au Di,Abu Dhabi,10/20/2021,night match,Si La tr of Ud Ab Es,2021/22,13768,Nn Mn,P Wn,171,7,122,101,10,113,69,7200598.0:2104430.0:2104409.0:5490596.0:5490666.0:2398346.0:3061225.0:4365878.0:3865077.0:7968225.0:5490638.0,216,2124002.0:172248.0:2123974.0:7695666.0:4171460.0:6729862.0:7787758.0:3685100.0:7036812.0:2550414.0:6496482.0,international,69,
8916081,Sh Aa,Aa,Aa,wickets,5,Aa,field,Zd Ct Sm Au Di,Abu Dhabi,10/23/2021,day match,Sh Aa tr of Ud Ab Es,2021/22,13768,MA Gh,Nn Mn,118,9,121,121,5,121,34,2604825.0:2654014.0:2364543.0:4203499.0:3057312.0:2252452.0:2294823.0:1874081.0:3851518.0:3373866.0:2654028.0,27,1539236.0:37351.0:1907163.0:1870357.0:2275195.0:2275097.0:1611364.0:3429236.0:2181157.0:2656541.0:2018001.0,international,27,2018001
8916137,Sd,Na,Na,wickets,4,Na,field,Zd Ct Sm Au Di,Abu Dhabi,10/27/2021,night match,Sd tr of Ud Ab Es,2021/22,13768,AT Hk,RJ Tr,109,8,124,115,6,117,223,4702648.0:2920889.0:1627058.0:178443.0:2904810.0:2904775.0:6112406.0:4613580.0:2850868.0:2904803.0:5652758.0,209,2212727.0:5836452.0:4176661.0:3633503.0:1547993.0:3876760.0:3377359.0:2158883.0:7500324.0:4888232.0:2311574.0,international,209,4888232
8916130,Bh,Ed,Ed,wickets,8,Bh,bat,Zd Ct Sm Au Di,Abu Dhabi,10/27/2021,day match,Ed tr of Ud Ab Es,2021/22,13768,L Re,Nn Mn,124,9,124,126,2,90,188,3758565.0:6930580.0:393014.0:392216.0:392188.0:6551978.0:2875368.0:5831622.0:2436356.0:2316327.0:6930286.0,20,2089079.0:2162782.0:1655436.0:2082044.0:172199.0:2827327.0:62432.0:1730658.0:2022957.0:1711492.0:3214812.0,international,20,2089079
8916179,An,Na,An,runs,62,An,bat,Zd Ct Sm Au Di,Abu Dhabi,10/31/2021,day match,An tr of Ud Ab Es,2021/22,13768,An Ra,CB Gy,160,5,126,98,9,124,293,5554212.0:2939124.0:6818622.0:2244577.0:3668356.0:181404.0:2464349.0:5554282.0:5554254.0:5554142.0:2180002.0,209,2212727.0:5836452.0:7500324.0:3633503.0:4176661.0:1547993.0:3876760.0:3377359.0:2158883.0:4888232.0:2311574.0,international,293,5554142
8916200,Bh,Sh Aa,Sh Aa,wickets,6,Sh Aa,field,Zd Ct Sm Au Di,Abu Dhabi,11/2/2021,day match,Sh Aa tr of Ud Ab Es,2021/22,13768,PR Rl,RK Ih,84,10,116,86,4,84,188,6930580.0:3758565.0:3056752.0:392216.0:392188.0:6551978.0:8127321.0:5831622.0:3769555.0:2436356.0:6930286.0,34,2654014.0:1884973.0:2364543.0:4203499.0:2604825.0:2252452.0:2294823.0:3851518.0:1874081.0:3373866.0:2654028.0,international,34,3851518
8916207,Pn,Na,Pn,runs,45,Pn,bat,Zd Ct Sm Au Di,Abu Dhabi,11/2/2021,night match,Pn tr of Ud Ab Es,2021/22,13768,CM Bn,CB Gy,189,2,120,144,5,122,62,2263736.0:2437021.0:3585350.0:290051.0:298612.0:3459623.0:6460614.0:1594319.0:4769148.0:8131255.0:7507303.0,209,3065502.0:5836452.0:2212727.0:3633503.0:1547993.0:3876760.0:7500324.0:4888232.0:4176661.0:3377359.0:7488753.0,international,62,2263736
8916221,Ia,An,Ia,runs,66,An,field,Zd Ct Sm Au Di,Abu Dhabi,11/3/2021,night match,Ia tr of Ud Ab Es,2021/22,13768,PR Rl,RA Kh,210,2,122,144,7,124,55,2954769.0:238727.0:6521080.0:4377610.0:1776627.0:3125562.0:1642738.0:3326980.0:184960.0:3373285.0:4377694.0,293,5554212.0:2939124.0:6818622.0:2464349.0:3668356.0:181404.0:5554282.0:5554254.0:4433547.0:5554142.0:2180002.0,international,55,238727
8916235,Si La,Wt Is,Si La,runs,20,Wt Is,field,Zd Ct Sm Au Di,Abu Dhabi,11/4/2021,night match,Wt Is tr of Ud Ab Es,2021/22,13768,Am Dr,L Re,189,3,129,169,8,127,69,7200598.0:2104430.0:5490582.0:3061225.0:4365878.0:5490596.0:2398346.0:5490666.0:3865077.0:7968225.0:4403573.0,41,363173.0:3023320.0:4230127.0:2742837.0:4690188.0:1934099.0:1613926.0:2740408.0:360086.0:3715697.0:370397.0,international,69,5490582
8916256,Wt Is,Aa,Aa,wickets,8,Aa,field,Zd Ct Sm Au Di,Abu Dhabi,11/6/2021,day match,Wt Is tr of Ud Ab Es,2021/22,13768,L Re,RK Ih,157,7,123,161,2,105,41,363173.0:3023320.0:4230127.0:2742837.0:4690188.0:1613926.0:360086.0:1934099.0:2740408.0:3102854.0:3715697.0,27,1539236.0:37351.0:1907163.0:2275195.0:1870357.0:2275097.0:1611364.0:3429236.0:2181157.0:2656541.0:2018001.0,international,27,1539236
8916270,An,Nw Zd,Nw Zd,wickets,8,An,bat,Zd Ct Sm Au Di,Abu Dhabi,11/7/2021,day match,Nw Zd tr of Ud Ab Es,2021/22,13768,HK Da,L Re,124,8,123,125,2,111,293,5554212.0:2939124.0:6818622.0:2464349.0:3668356.0:181404.0:5554282.0:5554254.0:6818776.0:5554142.0:2180002.0,48,1585457.0:2672214.0:1945355.0:2653993.0:5764576.0:2486896.0:3519011.0:3156033.0:1626561.0:3913475.0:1945397.0,international,48,1945397
8916291,Ed,Nw Zd,Nw Zd,wickets,5,Nw Zd,field,Zd Ct Sm Au Di,Abu Dhabi,11/10/2021,night match,Nw Zd tr of Ud Ab Es,2021/22,13768,HK Da,M Es,166,4,125,167,5,119,20,2162782.0:2082044.0:1655436.0:62432.0:2827327.0:172199.0:2083409.0:1730658.0:2022957.0:1711492.0:2461129.0,48,1585457.0:2672214.0:1945355.0:2653993.0:5764576.0:2486896.0:3519011.0:3156033.0:1626561.0:3913475.0:1945397.0,international,48,2672214
9503885,Ud Ab Es,An,An,wickets,6,An,field,Zd Ct Sm Au Di,Abu Dhabi,2/19/2023,day match,An tr of Ud Ab Es,2022/23,13768,Af Il,Su Sm,163,6,125,166,4,124,202,8688952.0:8250115.0:8463783.0:2154669.0:3323333.0:8375513.0:8127279.0:8688868.0:8426291.0:2691688.0:4767482.0,293,6818622.0:6450576.0:2464349.0:2942827.0:3668356.0:5554282.0:5736016.0:5554254.0:5554142.0:6819238.0:4985546.0,international,293,5554282
9503878,An,Ud Ab Es,Ud Ab Es,wickets,9,An,bat,Zd Ct Sm Au Di,Abu Dhabi,2/18/2023,day match,An tr of Ud Ab Es,2022/23,13768,Ar Ai,Su Sm,137,6,125,138,1,110,293,5554212.0:6818622.0:6450576.0:2942827.0:3668356.0:5554282.0:5736016.0:5554254.0:5554142.0:6818776.0:3976965.0,202,8688952.0:8250115.0:3323333.0:2154669.0:8463783.0:8688868.0:8127279.0:8375513.0:8426291.0:2691688.0:4767482.0,international,202,
8587844,Ae Ss,Me Rs,Ae Ss,runs,60,Ae Ss,bat,Ae Ol,Adelaide,1/5/2021,night match,Bg Bh Le,2020/21,930,DR Ce,SJ Ni,171,5,126,111,10,116,33914,5056134.0:4685568.0:2285051.0:1635773.0:5776490.0:5469008.0:5554254.0:2170762.0:6718844.0:55299.0:3890998.0,33942,37351.0:7534687.0:5406540.0:181404.0:2669316.0:1594319.0:8176356.0:6842170.0:1905847.0:1906708.0:8277716.0,other_domestic,33914,5776490
8587795,Ae Ss,Me Rs,Me Rs,wickets,6,Ae Ss,bat,Ae Ol,Adelaide,1/8/2021,day/night match,Bg Bh Le,2020/21,930,DR Ce,D Tr,177,7,126,178,4,122,33914,5056134.0:4685568.0:2285051.0:5469008.0:5776490.0:1635773.0:5554254.0:2170762.0:6718844.0:55299.0:3890998.0,33942,7534687.0:37351.0:5406540.0:181404.0:6842170.0:8176356.0:2669316.0:1594319.0:1905847.0:8339701.0:8277716.0,other_domestic,33942,181404
8588145,Me Ss,Ae Ss,Ae Ss,wickets,5,Me Ss,bat,Ae Ol,Adelaide,1/11/2021,night match,Bg Bh Le,2020/21,930,D Tr,SJ Ni,149,7,122,150,5,118,33949,363047.0:2275097.0:3737103.0:2275195.0:2336473.0:3901078.0:3501882.0:2656541.0:2337117.0:6308098.0:8131255.0,33914,5056134.0:4685568.0:2285051.0:1635773.0:5469008.0:5776490.0:5554254.0:3901099.0:2170762.0:6718844.0:3890998.0,other_domestic,33914,6718844
8588026,Ae Ss,Be Ht,Ae Ss,runs,82,Ae Ss,bat,Ae Ol,Adelaide,1/21/2021,night match,Bg Bh Le,2020/21,930,GA Ad,GJ Dn,197,5,123,115,10,106,33914,2285051.0:5469008.0:3710090.0:4685568.0:5776490.0:5056134.0:2633196.0:55299.0:2170762.0:6718844.0:2340729.0,33921,5515922.0:2286472.0:87191.0:2286437.0:2535420.0:7620269.0:3114803.0:3995991.0:3890984.0:4132295.0:7353828.0:325779.0,other_domestic,33914,2285051
8588173,Sy Tr,Sy Ss,Sy Tr,runs,46,Sy Ss,field,Ae Ol,Adelaide,1/22/2021,night match,Bg Bh Le,2020/21,930,GJ Dn,AK Ws,232,5,124,186,5,124,33963,1506098.0:1749075.0:36665.0:2083409.0:1612610.0:5497274.0:7534652.0:5509524.0:3156033.0:6521234.0:8193310.0,33956,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:4756982.0:49496.0:1506077.0:7537060.0,other_domestic,33963,1749075
